ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_84,0.0,64.0,739.0,7555.0,1.1102230246251565e-16,289.40209518741597,541.0
values_30,0.0,64.0,600.0,7187.0,1.1102230246251565e-16,289.40209518741597,202.0
values_96,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,969.0
values_15,0.0,64.0,641.0,7327.0,1.1102230246251565e-16,289.40209518741597,447.0
values_16,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,1062.0
values_94,0.0,64.0,341.0,4582.0,1.1102230246251565e-16,289.40209518741597,1924.0
values_90,0.0,64.0,717.0,7497.0,1.1102230246251565e-16,289.40209518741597,383.0
values_52,0.0,64.0,613.0,7250.0,1.1102230246251565e-16,289.40209518741597,280.0
values_78,0.0,64.0,669.0,7416.0,1.1102230246251565e-16,289.40209518741597,558.0
values_20,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,1335.0
values_53,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,1456.0
values_43,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,799.0
values_42,0.0,64.0,717.0,7497.0,1.1102230246251565e-16,289.40209518741597,632.0
values_0,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,985.0
values_61,0.0,64.0,340.0,4582.0,1.1102230246251565e-16,289.40209518741597,648.0
